id,title,company,location,category,url,source,job_type,priority,education,is_mnc,placements,package
real_mock_270,Software Engineer,Capgemini,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Gurugram,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,160,9
real_mock_271,Data Analyst,Cognizant,"Bangalore, India",Technology,https://www.naukri.com/data-analyst-jobs-in-bangalore,Naukri,Full Time,1,"MSC, BSC, BTECH",True,98,21
real_mock_272,Consultant,Deloitte,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,174,8
real_mock_273,Accountant,Goldman Sachs,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Chennai,LinkedIn,Full Time,1,General,True,97,11
real_mock_274,BCA Intern,KPMG,"Jalpaiguri, India",Technology,https://www.naukri.com/bca-intern-jobs-in-jalpaiguri,Naukri,Full Time,1,BCA,True,185,17
real_mock_275,MCA Trainee,PwC,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,124,8
real_mock_276,B.Tech Graduate,Accenture,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Meghalaya,LinkedIn,Full Time,1,BTECH,True,111,23
real_mock_277,HR Manager,Oracle,"West Bengal, India",Technology,https://www.naukri.com/hr-manager-jobs-in-west-bengal,Naukri,Full Time,1,NON-TECH,True,87,23
real_mock_278,Product Manager,HDFC Bank,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,30,5
real_mock_279,DevOps Engineer,Coal India,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Tamil%20Nadu,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,33,6
real_mock_280,Software Engineer,TCS,"Telangana, India",Technology,https://www.naukri.com/software-engineer-jobs-in-telangana,Naukri,Full Time,1,"BCA, BTECH, MCA",False,9,7
real_mock_281,Data Analyst,Infosys,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,9,5
real_mock_282,Consultant,Wipro,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Pune,LinkedIn,Full Time,1,General,False,47,7
real_mock_283,Accountant,Reliance,"Hyderabad, India",Technology,https://www.naukri.com/accountant-jobs-in-hyderabad,Naukri,Full Time,1,General,False,45,6
real_mock_284,BCA Intern,L&T,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,13,5
real_mock_285,MCA Trainee,Capgemini,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Punjab,LinkedIn,Full Time,1,MCA,True,115,12
real_mock_286,B.Tech Graduate,Cognizant,"Mumbai (Bombay), India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-mumbai-(bombay),Naukri,Full Time,1,BTECH,True,157,7
real_mock_287,HR Manager,Deloitte,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,70,20
real_mock_288,Product Manager,Goldman Sachs,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Delhi,LinkedIn,Full Time,1,General,True,97,19
real_mock_289,DevOps Engineer,KPMG,"New Delhi, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-new-delhi,Naukri,Full Time,1,"BCA, BTECH, MCA",True,180,15
real_mock_290,Software Engineer,PwC,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,159,23
real_mock_291,Data Analyst,Accenture,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Gurgaon,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,148,14
real_mock_292,Consultant,Oracle,"Gurugram, India",Technology,https://www.naukri.com/consultant-jobs-in-gurugram,Naukri,Full Time,1,General,True,91,23
real_mock_293,Accountant,HDFC Bank,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,24,3
real_mock_294,BCA Intern,Coal India,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Karnataka,LinkedIn,Full Time,1,BCA,False,46,4
real_mock_295,MCA Trainee,TCS,"Chennai, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-chennai,Naukri,Full Time,1,MCA,False,35,4
real_mock_296,B.Tech Graduate,Infosys,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,43,3
real_mock_297,HR Manager,Wipro,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Assam,LinkedIn,Full Time,1,NON-TECH,False,32,6
real_mock_298,Product Manager,Reliance,"Meghalaya, India",Technology,https://www.naukri.com/product-manager-jobs-in-meghalaya,Naukri,Full Time,1,General,False,37,7
real_mock_299,DevOps Engineer,L&T,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,46,7
real_mock_300,Software Engineer,Capgemini,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Maharashtra,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,137,6
real_mock_301,Data Analyst,Cognizant,"Tamil Nadu, India",Technology,https://www.naukri.com/data-analyst-jobs-in-tamil-nadu,Naukri,Full Time,1,"MSC, BSC, BTECH",True,179,21
real_mock_302,Consultant,Deloitte,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,63,16
real_mock_303,Accountant,Goldman Sachs,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Gujarat,LinkedIn,Full Time,1,General,True,138,22
real_mock_304,BCA Intern,KPMG,"Pune, India",Technology,https://www.naukri.com/bca-intern-jobs-in-pune,Naukri,Full Time,1,BCA,True,184,11
real_mock_305,MCA Trainee,PwC,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,111,8
real_mock_306,B.Tech Graduate,Accenture,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Kerala,LinkedIn,Full Time,1,BTECH,True,157,22
real_mock_307,HR Manager,Oracle,"Punjab, India",Technology,https://www.naukri.com/hr-manager-jobs-in-punjab,Naukri,Full Time,1,NON-TECH,True,130,15
real_mock_308,Product Manager,HDFC Bank,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,5,6
real_mock_309,DevOps Engineer,Coal India,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Navi%20Mumbai,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,44,4
real_mock_310,Software Engineer,TCS,"Delhi, India",Technology,https://www.naukri.com/software-engineer-jobs-in-delhi,Naukri,Full Time,1,"BCA, BTECH, MCA",False,31,6
real_mock_311,Data Analyst,Infosys,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,19,7
real_mock_312,Consultant,Wipro,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Noida,LinkedIn,Full Time,1,General,False,48,4
real_mock_313,Accountant,Reliance,"Gurgaon, India",Technology,https://www.naukri.com/accountant-jobs-in-gurgaon,Naukri,Full Time,1,General,False,39,5
real_mock_314,BCA Intern,L&T,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,22,6
real_mock_315,MCA Trainee,Capgemini,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Bangalore,LinkedIn,Full Time,1,MCA,True,64,22
real_mock_316,B.Tech Graduate,Cognizant,"Karnataka, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-karnataka,Naukri,Full Time,1,BTECH,True,183,12
real_mock_317,HR Manager,Deloitte,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,198,24
real_mock_318,Product Manager,Goldman Sachs,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Jalpaiguri,LinkedIn,Full Time,1,General,True,108,17
real_mock_319,DevOps Engineer,KPMG,"Assam, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-assam,Naukri,Full Time,1,"BCA, BTECH, MCA",True,65,23
real_mock_320,Software Engineer,PwC,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,179,20
real_mock_321,Data Analyst,Accenture,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=West%20Bengal,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,53,8
real_mock_322,Consultant,Oracle,"Maharashtra, India",Technology,https://www.naukri.com/consultant-jobs-in-maharashtra,Naukri,Full Time,1,General,True,113,21
real_mock_323,Accountant,HDFC Bank,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,6,3
real_mock_324,BCA Intern,Coal India,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Telangana,LinkedIn,Full Time,1,BCA,False,14,3
real_mock_325,MCA Trainee,TCS,"Gujarat, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-gujarat,Naukri,Full Time,1,MCA,False,29,3
real_mock_326,B.Tech Graduate,Infosys,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,17,6
real_mock_327,HR Manager,Wipro,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Hyderabad,LinkedIn,Full Time,1,NON-TECH,False,21,6
real_mock_328,Product Manager,Reliance,"Kerala, India",Technology,https://www.naukri.com/product-manager-jobs-in-kerala,Naukri,Full Time,1,General,False,24,4
real_mock_329,DevOps Engineer,L&T,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,26,3
real_mock_330,Software Engineer,Capgemini,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,134,22
real_mock_331,Data Analyst,Cognizant,"Navi Mumbai, India",Technology,https://www.naukri.com/data-analyst-jobs-in-navi-mumbai,Naukri,Full Time,1,"MSC, BSC, BTECH",True,141,14
real_mock_332,Consultant,Deloitte,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,195,15
real_mock_333,Accountant,Goldman Sachs,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=New%20Delhi,LinkedIn,Full Time,1,General,True,62,16
real_mock_334,BCA Intern,KPMG,"Noida, India",Technology,https://www.naukri.com/bca-intern-jobs-in-noida,Naukri,Full Time,1,BCA,True,191,24
real_mock_335,MCA Trainee,PwC,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,172,19
real_mock_336,B.Tech Graduate,Accenture,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Gurugram,LinkedIn,Full Time,1,BTECH,True,180,11
real_mock_337,HR Manager,Oracle,"Bangalore, India",Technology,https://www.naukri.com/hr-manager-jobs-in-bangalore,Naukri,Full Time,1,NON-TECH,True,100,13
real_mock_338,Product Manager,HDFC Bank,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,46,5
real_mock_339,DevOps Engineer,Coal India,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Chennai,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,42,5
real_mock_340,Software Engineer,TCS,"Jalpaiguri, India",Technology,https://www.naukri.com/software-engineer-jobs-in-jalpaiguri,Naukri,Full Time,1,"BCA, BTECH, MCA",False,47,4
real_mock_341,Data Analyst,Infosys,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,15,3
real_mock_342,Consultant,Wipro,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Meghalaya,LinkedIn,Full Time,1,General,False,43,3
real_mock_343,Accountant,Reliance,"West Bengal, India",Technology,https://www.naukri.com/accountant-jobs-in-west-bengal,Naukri,Full Time,1,General,False,49,5
real_mock_344,BCA Intern,L&T,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,33,5
real_mock_345,MCA Trainee,Capgemini,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Tamil%20Nadu,LinkedIn,Full Time,1,MCA,True,163,18
real_mock_346,B.Tech Graduate,Cognizant,"Telangana, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-telangana,Naukri,Full Time,1,BTECH,True,197,7
real_mock_347,HR Manager,Deloitte,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,175,13
real_mock_348,Product Manager,Goldman Sachs,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Pune,LinkedIn,Full Time,1,General,True,163,12
real_mock_349,DevOps Engineer,KPMG,"Hyderabad, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-hyderabad,Naukri,Full Time,1,"BCA, BTECH, MCA",True,105,6
real_mock_350,Software Engineer,PwC,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,177,23
real_mock_351,Data Analyst,Accenture,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Punjab,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,181,9
real_mock_352,Consultant,Oracle,"Mumbai (Bombay), India",Technology,https://www.naukri.com/consultant-jobs-in-mumbai-(bombay),Naukri,Full Time,1,General,True,114,11
real_mock_353,Accountant,HDFC Bank,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,22,6
real_mock_354,BCA Intern,Coal India,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Delhi,LinkedIn,Full Time,1,BCA,False,25,7
real_mock_355,MCA Trainee,TCS,"New Delhi, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-new-delhi,Naukri,Full Time,1,MCA,False,25,7
real_mock_356,B.Tech Graduate,Infosys,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,23,5
real_mock_357,HR Manager,Wipro,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Gurgaon,LinkedIn,Full Time,1,NON-TECH,False,48,5
real_mock_358,Product Manager,Reliance,"Gurugram, India",Technology,https://www.naukri.com/product-manager-jobs-in-gurugram,Naukri,Full Time,1,General,False,30,3
real_mock_359,DevOps Engineer,L&T,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,22,7
real_mock_360,Software Engineer,Capgemini,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Karnataka,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,51,11
real_mock_361,Data Analyst,Cognizant,"Chennai, India",Technology,https://www.naukri.com/data-analyst-jobs-in-chennai,Naukri,Full Time,1,"MSC, BSC, BTECH",True,56,19
real_mock_362,Consultant,Deloitte,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,73,23
real_mock_363,Accountant,Goldman Sachs,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Assam,LinkedIn,Full Time,1,General,True,119,7
real_mock_364,BCA Intern,KPMG,"Meghalaya, India",Technology,https://www.naukri.com/bca-intern-jobs-in-meghalaya,Naukri,Full Time,1,BCA,True,149,10
real_mock_365,MCA Trainee,PwC,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,102,20
real_mock_366,B.Tech Graduate,Accenture,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Maharashtra,LinkedIn,Full Time,1,BTECH,True,65,23
real_mock_367,HR Manager,Oracle,"Tamil Nadu, India",Technology,https://www.naukri.com/hr-manager-jobs-in-tamil-nadu,Naukri,Full Time,1,NON-TECH,True,143,16
real_mock_368,Product Manager,HDFC Bank,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,20,6
real_mock_369,DevOps Engineer,Coal India,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Gujarat,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,19,5
real_mock_370,Software Engineer,TCS,"Pune, India",Technology,https://www.naukri.com/software-engineer-jobs-in-pune,Naukri,Full Time,1,"BCA, BTECH, MCA",False,42,7
real_mock_371,Data Analyst,Infosys,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,28,6
real_mock_372,Consultant,Wipro,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Kerala,LinkedIn,Full Time,1,General,False,18,4
real_mock_373,Accountant,Reliance,"Punjab, India",Technology,https://www.naukri.com/accountant-jobs-in-punjab,Naukri,Full Time,1,General,False,47,6
real_mock_374,BCA Intern,L&T,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,48,7
real_mock_375,MCA Trainee,Capgemini,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Navi%20Mumbai,LinkedIn,Full Time,1,MCA,True,166,14
real_mock_376,B.Tech Graduate,Cognizant,"Delhi, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-delhi,Naukri,Full Time,1,BTECH,True,90,14
real_mock_377,HR Manager,Deloitte,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,186,17
real_mock_378,Product Manager,Goldman Sachs,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Noida,LinkedIn,Full Time,1,General,True,126,6
real_mock_379,DevOps Engineer,KPMG,"Gurgaon, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-gurgaon,Naukri,Full Time,1,"BCA, BTECH, MCA",True,60,20
real_mock_380,Software Engineer,PwC,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,119,7
real_mock_381,Data Analyst,Accenture,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Bangalore,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,165,8
real_mock_382,Consultant,Oracle,"Karnataka, India",Technology,https://www.naukri.com/consultant-jobs-in-karnataka,Naukri,Full Time,1,General,True,128,7
real_mock_383,Accountant,HDFC Bank,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,28,5
real_mock_384,BCA Intern,Coal India,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Jalpaiguri,LinkedIn,Full Time,1,BCA,False,44,6
real_mock_385,MCA Trainee,TCS,"Assam, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-assam,Naukri,Full Time,1,MCA,False,23,7
real_mock_386,B.Tech Graduate,Infosys,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,11,5
real_mock_387,HR Manager,Wipro,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=West%20Bengal,LinkedIn,Full Time,1,NON-TECH,False,43,7
real_mock_388,Product Manager,Reliance,"Maharashtra, India",Technology,https://www.naukri.com/product-manager-jobs-in-maharashtra,Naukri,Full Time,1,General,False,26,3
real_mock_389,DevOps Engineer,L&T,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,29,4
real_mock_390,Software Engineer,Capgemini,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Telangana,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,194,22
real_mock_391,Data Analyst,Cognizant,"Gujarat, India",Technology,https://www.naukri.com/data-analyst-jobs-in-gujarat,Naukri,Full Time,1,"MSC, BSC, BTECH",True,141,7
real_mock_392,Consultant,Deloitte,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,73,16
real_mock_393,Accountant,Goldman Sachs,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Hyderabad,LinkedIn,Full Time,1,General,True,134,6
real_mock_394,BCA Intern,KPMG,"Kerala, India",Technology,https://www.naukri.com/bca-intern-jobs-in-kerala,Naukri,Full Time,1,BCA,True,170,17
real_mock_395,MCA Trainee,PwC,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,70,6
real_mock_396,B.Tech Graduate,Accenture,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,BTECH,True,160,12
real_mock_397,HR Manager,Oracle,"Navi Mumbai, India",Technology,https://www.naukri.com/hr-manager-jobs-in-navi-mumbai,Naukri,Full Time,1,NON-TECH,True,188,11
real_mock_398,Product Manager,HDFC Bank,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,19,3
real_mock_399,DevOps Engineer,Coal India,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=New%20Delhi,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,7,4
